rank,rec_id,listing,effective_from,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,LegNotes,CMS instrument,Internal Notes
Species,41554,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41554,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea chlororhynchos</i>.,CMS,
Species,41555,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea cauda</i>.,CMS,
Species,41555,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41556,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea chlororhynchos</i>.,CMS,
Species,41556,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41557,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41558,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41558,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea cauda</i>.,CMS,
Species,41559,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41559,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea melanophris</i>.,CMS,
Species,41561,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41561,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea cauda</i>.,CMS,
Species,41568,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,41568,II,14/02/2000,1,,,,,,,Formerly included in <i>Procellaria aequinoctialis</i>.,CMS,
Species,41573,I,23/02/2006,1,,,,,,,,CMS,
Species,41575,I,23/02/2006,1,,,,,,,,CMS,
Species,41800,I,01/01/1979,1,,,,,,,Formerly included in <i>Gorilla gorilla<i>,CMS,
Species,41800,Gorillas,01/01/2008,1,,,,,,,,Gorillas,
Subspecies,41801,Gorillas,01/01/2008,1,,,,,,,,Gorillas,
Subspecies,41802,Gorillas,01/01/2008,1,,,,,,,,Gorillas,
Species,68761,I,23/02/2012,1,,,,,,,,CMS,
Species,68761,II,23/02/2012,1,,,,,,,,CMS,
Subspecies,69775,I,23/12/2002,1,,,,,,,"See <i>Platanista gangetica</i> for full details of legislation, distribution, etc.",CMS,
Subspecies,69775,II,12/12/1991,1,,,,,,,"Formerly listed as <i>Platanista gangetica</i>. See <i>Platanista gangetica</i> for full details of legislation, distribution, etc.",CMS,
Species,71831,II,01/01/1979,1,,,,,,,Formerly included in <i>Loxodonta africana<i>,CMS,
Species,73568,II,24/01/1986,1,,,,,,,Only African populations; formerly included in <i>Miniopterus schreibersii</i>.,CMS,
Species,74013,EUROBATS,16/01/1994,1,,,,,,,,EUROBATS,
Species,74060,EUROBATS,23/11/2003,1,,,,,,,,EUROBATS,
Species,74061,EUROBATS,23/11/2003,1,,,,,,,"Res. 4.8 lists this as a species separate from <i>M. mystacinus</i>, noting the possible synonymy and that the species group needs further investigation.",EUROBATS,
Species,74062,EUROBATS,23/11/2003,1,,,,,,,,EUROBATS,
Species,74063,EUROBATS,23/11/2003,1,,,,,,,,EUROBATS,
Species,77128,EUROBATS,01/01/2006,1,,,,,,,Formerly listed as <i>Plecotus alpinus<i>,EUROBATS,
Species,77129,EUROBATS,23/11/2003,1,,,,,,,,EUROBATS,
Subspecies,77922,II,23/12/2002,1,,,,,,,,CMS,
Subspecies,77922,Grassland birds,01/01/2007,1,,,,,,,,Grassland birds,
Subspecies,77923,II,23/12/2002,1,,,,,,,,CMS,
Species,78854,I,01/01/1979,1,,,,,,,"North Pacific.

Initially included within <i>Eubalaena glacialis</i> (<i>sensu lato</i> ), and subsequently also within <i>Balaena glacialis glacialis</i>.

See <i>Eubalaena glacialis japonica</i> for full details of legislation, distribution, etc.",CMS,
Species,79178,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea immutabilis</i>.,CMS,
Species,79178,ACAP,30/07/2009,1,,,,,,,,ACAP,
Species,79182,ACAP,01/01/2007,1,,,,,,,,ACAP,
Species,79182,II,15/07/1997,1,,,,,,,Formerly included in <i>Diomedea cauda</i>.,CMS,
Subspecies,79481,I,05/03/2009,1,,,,,,,Black Sea population,CMS,
Species,86131,EUROBATS,23/11/2003,1,,,,,,,,EUROBATS,
Species,87572,II,01/01/1979,1,,,,,,,Formerly included in <i>Balaenoptera edeni</i>.,CMS,
Species,94787,EUROBATS,01/01/2006,1,,,,,,,Formerly listed as <i>Myotis</i> cf. <i>punicus<i>,EUROBATS,
Species,99482,II,01/01/1979,1,,,,,,,Formerly included in <i>Orcaella brevirostris<i>,CMS,
Subspecies,100273,I,23/02/2006,1,,,,,,,,CMS,
Species,101077,II,01/01/1979,1,,,,,,,Formerly included in <i>Tadarida teniotis<i>,CMS,
Species,101217,II,01/01/1979,1,,,,,,,Formerly included in <i>Gazella gazella</i>.,CMS,
Species,101222,II,23/12/2002,1,,,,,,,"Formerly included in <i>Saiga tatarica</i>, sensu Wilson & Reeder (1993)",CMS,
Species,103173,II,15/07/1997,1,,,,,,,Formerly listed as <i>Diomedea melanophris</i>.,CMS,
Species,103173,ACAP,01/01/2007,1,,,,,,,Formerly listed as <i>Thalassarche melanophrys</i>.,ACAP,
Species,103180,I,23/12/2002,1,,,,,,,,CMS,
Species,103227,ACCOBAMS,01/06/2001,1,,,,,,,,ACCOBAMS,
Subspecies,104686,II,01/01/1994,1,,,,,,,Western Palearctic populations.,CMS,
Species,200200,I,24/01/1986,1,,,,,,,,CMS,
Species,200200,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200200,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200201,I,24/01/1986,1,,,,,,,,CMS,
Species,200201,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200201,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200202,I,01/11/1983,1,,,,,,,,CMS,
Species,200202,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200202,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200203,I,24/01/1986,1,,,,,,,,CMS,
Species,200203,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200203,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200204,I,01/11/1983,1,,,,,,,,CMS,
Species,200204,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200205,I,24/01/1986,1,,,,,,,,CMS,
Species,200205,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200205,,01/07/1999,1,,,,,,,,CMS - Marine Turtles Africa,
Species,200206,,01/09/2001,1,,,,,,,,CMS - Marine Turtles - IOSEA,
Species,200207,I,01/11/1983,1,,,,,,,Only Upper Amazon populations.,CMS,
Species,200207,II,01/11/1983,1,,,,,,,,CMS,
Species,200208,I,01/01/1979,1,,,,,,,Formerly listed as <i>Lutra felina</i>.,CMS,
Species,200209,I,01/01/1979,1,,,,,,,Formerly listed as <i>Lutra provocax</i>.,CMS,
Species,200210,II,01/01/1979,1,,,,,,,Formerly included in  <i>Neophocaena phocaenoides</i>,CMS,
Species,200210,ASCOBANS,29/03/1994,1,,,,,,,Formerly included in  <i>Neophocaena phocaenoides</i>,ASCOBANS,
Family,733,II,01/01/1994,1,,,,,,,,CMS,
Family,702,II,01/01/1994,1,,,,,,,,CMS,
Family,620,II,01/11/1983,1,,,,,,,,CMS,
Family,512,II,01/01/1994,1,,,,,,,,CMS,
Family,310,II,01/01/1994,1,,,,,,,,CMS,
Family,169,II,01/01/1994,1,,,,,,,,CMS,
Family,43,II,01/01/1994,1,,,,,,,,CMS,
Family,5,II,01/01/1994,1,,,,,,,,CMS,
