DscRecID,Full_citation,Authors,Year,Title,Source,Volume,Number,Publisher,PubPlace,Pagination
3432,"Kuntz, R. E. 1963. Snakes of Taiwan. Quarterly Journal of the Taiwan Museum: 57: .","Kuntz, R. E.",1963,Snakes of Taiwan.,Quarterly Journal of the Taiwan Museum,57,1&2,,,
7101,"Künzel, T. and Künzel, S. 1999. First Nigerian record of Red-fronted Parrot _Poicephalus gulielmi_, and other notable records from SE Nigeria. Malimbus: 21: 111-113.","Künzel, T. and Künzel, S.",1999,"First Nigerian record of Red-fronted Parrot _Poicephalus gulielmi_, and other notable records from SE Nigeria.",Malimbus,21,2,,,111-113.
2181,"Kuper, J. H. 1978. The wild asses at the Little Rann of Kutch. Tigerpaper: 5: 29-32.","Kuper, J. H.",1978,The wild asses at the Little Rann of Kutch.,Tigerpaper,5,3,,,29-32.
27122,"Kurose N., Masuda R., and Tatara M. 2005. Fecal DNA Analysis for Identifying Species and Sex of Sympatric Carnivores: A Noninvasive Method for Conservation on the Tsushima Islands, Japan. : 96: 688-697.","Kurose N., Masuda R., and Tatara M.",2005,"Fecal DNA Analysis for Identifying Species and Sex of Sympatric Carnivores: A Noninvasive Method for Conservation on the Tsushima Islands, Japan.",,96,6,Journal of Heredity.,,688-697
312,"Kuru, M. 1980. Türkiye Tattisu Baliklari Katalogu. Türkiye Faunasi: 12: 1.","Kuru, M.",1980,Türkiye Tattisu Baliklari Katalogu.,Türkiye Faunasi,12,1,,,1
26478,"Kusch, A. 2006. Posaderos de Cóndor Andino _Vultur gryphus_ en el extremo sur de Chile: antecedentes para la conservación de la especie. Cotinga: 25: 65-68.","Kusch, A.",2006,Posaderos de Cóndor Andino _Vultur gryphus_ en el extremo sur de Chile: antecedentes para la conservación de la especie.,Cotinga,25,,,,65-68
6563,"Kuzmin, S. L. 1996. Threatened amphibians in the former Soviet Union: the current situation and the main threats. Oryx: 30: 24-30.","Kuzmin, S. L.",1996,Threatened amphibians in the former Soviet Union: the current situation and the main threats.,Oryx,30,1,,,24-30.
28407,"Kuzmin, S.L., Kubykin, R.A., Thiesmeier, B., and Greven, H. 1998. The distribution of the Semirechensk salamander (_Ranodon sibiricus_): a historical perspective. Advances in Amphibian Research in the Former Soviet Union, Moscow: 3: 43831.","Kuzmin, S.L., Kubykin, R.A., Thiesmeier, B., and Greven, H.",1998,The distribution of the Semirechensk salamander (_Ranodon sibiricus_): a historical perspective.,"Advances in Amphibian Research in the Former Soviet Union, Moscow",3,,,,Jan-20
142,"Kwet, A. and Di-Bernardo, M. 1998. _Elachistocleis erythrogaster_, a new microhylid species from Rio Grande do Sul, Brazil. Studies on Neotropical Fauna and Environment: 33: 7-18.","Kwet, A. and Di-Bernardo, M.",1998,"_Elachistocleis erythrogaster_, a new microhylid species from Rio Grande do Sul, Brazil.",Studies on Neotropical Fauna and Environment,33,1,,,7-18.
948,"Kyllingstad, H. C. 1986. A record of Bald Ibis from the Sinai Mountains. Ornithological Society of the Middle East Bulletin: 17: 1-2.","Kyllingstad, H. C.",1986,A record of Bald Ibis from the Sinai Mountains.,Ornithological Society of the Middle East Bulletin,17,,,,1-2.
28654,"Kynard, B., Breece, M., Atcheson, M., Kieffer, M. and Mangold, M. 2009. Life history and status of shortnose sturgeon (_Acipenser brevirostrum_) in the Potomac River. Journal of Applied Ichthology: 25: 34-38.","Kynard, B., Breece, M., Atcheson, M., Kieffer, M. and Mangold, M.",2009,Life history and status of shortnose sturgeon (_Acipenser brevirostrum_) in the Potomac River.,Journal of Applied Ichthology,25,2,,,34-38
949,"La Cock, G. D. 1986. The southern oscillation, environmental anomalies, and mortality of two southern African seabirds. Climatic Change: 8: 173-184.","La Cock, G. D.",1986,"The southern oscillation, environmental anomalies, and mortality of two southern African seabirds.",Climatic Change,8,,,,173-184.
950,"La Cock, G. D., Duffy, D. C. and Cooper, J. 1987. Population dynamics of the African Penguin _Spheniscus demersus_ at Marcus Island in the Benguela Upwelling ecosystem: 1979-85. Biological Conservation: 40: 117-126.","La Cock, G. D., Duffy, D. C. and Cooper, J.",1987,Population dynamics of the African Penguin _Spheniscus demersus_ at Marcus Island in the Benguela Upwelling ecosystem: 1979-85.,Biological Conservation,40,,,,117-126.
951,"LaBastille, A. 1990. And now they are gone. International Wildlife: 20: 18-23.","LaBastille, A.",1990,And now they are gone.,International Wildlife,20,4,,,18-23.
952,"LaBastille, A. 1992. The Giant Grebes of Atitlan. A chronicle of extinction. Living Bird Quarterly: 11: 10-15.","LaBastille, A.",1992,The Giant Grebes of Atitlan. A chronicle of extinction.,Living Bird Quarterly,11,1,,,10-15.
953,"Labinger, Z., Gorney, E. and Parslow, R. 1991. First record of Shikra _Accipiter badius_ in Israel. Sandgrouse: 13: 46-49.","Labinger, Z., Gorney, E. and Parslow, R.",1991,First record of Shikra _Accipiter badius_ in Israel.,Sandgrouse,13,,,,46-49.
4179,"Laborel, J. 1966. Contribution à l'étude des Madréporaires des Bermudes (systématique et repartition). Bull. Mus. Hist. Nat.: 38: 281-300.","Laborel, J.",1966,Contribution à l'étude des Madréporaires des Bermudes (systématique et repartition).,Bull. Mus. Hist. Nat.,38,,,,281-300.
4180,"Laborel, J. 1967. A revised list of Brazilian Scleractinian corals and description of a new species. Postilla: : 1-14.","Laborel, J.",1967,A revised list of Brazilian Scleractinian corals and description of a new species.,Postilla,,107,,,1-14.
4181,"Laborel, J. 1970. Madréporaires et Hydrocoralliaires récifaux des côtes brésiliennes. Systématique, écologie, répartition verticale et géographique. Ann. Inst. Océanogr.: 47: 171-229.","Laborel, J.",1970,"Madréporaires et Hydrocoralliaires récifaux des côtes brésiliennes. Systématique, écologie, répartition verticale et géographique.",Ann. Inst. Océanogr.,47,,,,171-229.
4182,"Laborel, J. 1974. West African reef corals, an hypothesis on their origin. Proceedings of the Second International Coral Reef Symposium: 1: 425-443.","Laborel, J.",1974,"West African reef corals, an hypothesis on their origin.",Proceedings of the Second International Coral Reef Symposium,1,,,,425-443.
4184,"Lacaze-Duthiers, H. de. 1897. Faune du Golfe du Lion. Coralliares, Zoanthaires sclérodermés (2e Mém). Arch. de Zool. expér. et gén.: 5: 1-245.","Lacaze-Duthiers, H. de.",1897,"Faune du Golfe du Lion. Coralliares, Zoanthaires sclérodermés (2e Mém).",Arch. de Zool. expér. et gén.,5,,,,1-245.
314,"Ladiges, V. W. 1964. Süsswasserfische der Türkei. Mitteilungen aus den Hamburgischen Zoologischen Museum und Institut: 61: 203-220.","Ladiges, V. W.",1964,Süsswasserfische der Türkei.,Mitteilungen aus den Hamburgischen Zoologischen Museum und Institut,61,,,,203-220.
2184,"Lafontaine, L. 1993. Distribution of _Lutra lutra_ in Brittany and first preventative measures against road traffic. IUCN Otter Specialist Group Bulletin: 8: 37.","Lafontaine, L.",1993,Distribution of _Lutra lutra_ in Brittany and first preventative measures against road traffic.,IUCN Otter Specialist Group Bulletin,8,,,,37
41,"Lafontaine, R. M. and Moulaert, N. 1998. A new species of scops owl (_Otus_: Aves): taxonomy and conservation status. Journal of African Zoology: 112: 163-169.","Lafontaine, R. M. and Moulaert, N.",1998,A new species of scops owl (_Otus_: Aves): taxonomy and conservation status.,Journal of African Zoology,112,2,,,163-169.
28037,"Lagarde, F., Bonnet, X., Corbin, J., Henen, B., Nagy, K., Mardonov, B. and Naulleau, G. 2003. Foraging behaviour and diet of an ectothermic herbivore: _Testudo horsfieldi_. Ecography: 26: 236-232.","Lagarde, F., Bonnet, X., Corbin, J., Henen, B., Nagy, K., Mardonov, B. and Naulleau, G.",2003,Foraging behaviour and diet of an ectothermic herbivore: _Testudo horsfieldi_.,Ecography,26,,,,236-232
28738,"Lagerquist, B.A., Mate, B.R., Ortega-Ortiz, J.G. and Winsor, M. 2008. Migratory movements and surfacing rates of humpback whales (_Megaptera novaeangliae_) satellite tagged at Socorro. Marine Mammal Science: 24: 815-830.","Lagerquist, B.A., Mate, B.R., Ortega-Ortiz, J.G. and Winsor, M.",2008,Migratory movements and surfacing rates of humpback whales (_Megaptera novaeangliae_) satellite tagged at Socorro.,Marine Mammal Science,24,4,,,815-830
29068,"Lagueux, C.J. and Campbell, C.L. 2005. Marine turtle nesting and conservation needs of the south-east coast of Nicaragua. Oryx: 39: 41122.","Lagueux, C.J. and Campbell, C.L.",2005,Marine turtle nesting and conservation needs of the south-east coast of Nicaragua.,Oryx,39,4,,,01-Aug
9151,"Lahrman, F. W. 1994. A Bar-headed Goose seen in Regina---a possible first for North America. Blue Jay : 52: 137--140.","Lahrman, F. W.",1994,A Bar-headed Goose seen in Regina---a possible first for North America.,Blue Jay ,52,,,,137--140. 
12142,"Lamani, F. and Puzanov, V. 1962. [Inventory of birds of Albania]. Buletini i Shkencave Natyrore: 3: 87-101.","Lamani, F. and Puzanov, V.",1962,[Inventory of birds of Albania].,Buletini i Shkencave Natyrore,3,4,,,87-101
954,"Lamarche, B. 1988. Liste commentée des oiseaux de Mauritanie. Etude Sahariennes et Ouest-Africaines: 1: .","Lamarche, B.",1988,Liste commentée des oiseaux de Mauritanie.,Etude Sahariennes et Ouest-Africaines,1,4,,,
4187,"Lamarck, J. B. P. A. de Monet de. 1815. Suite des polypiers corticifères. Mém. Mus. Hist. Nat. Paris: 1: 467-476.","Lamarck, J. B. P. A. de Monet de.",1815,Suite des polypiers corticifères.,Mém. Mus. Hist. Nat. Paris,1,,,,467-476.
957,"Lambert, F. 1985. The St Vincent parrot, an endangered Caribbean bird. Oryx: 19: 34-37.","Lambert, F.",1985,"The St Vincent parrot, an endangered Caribbean bird.",Oryx,19,,,,34-37.
6417,"Lambert, F. R. 1987. New and unusual bird records from the Sudan. Bulletin of the British Ornithologists' Club: 197: 17-19.","Lambert, F. R.",1987,New and unusual bird records from the Sudan.,Bulletin of the British Ornithologists' Club,197,,,,17-19
958,"Lambert, F. R. 1993. Trade, status and management of three parrots in the North Moluccas, Indonesia; White Cockatoo _Cacatua alba_, Chattering Lory _Lorius garrulus_ and Violet- eared lory _Eos squamata_. Bird Conservation International: 3: 145-168.","Lambert, F. R.",1993,"Trade, status and management of three parrots in the North Moluccas, Indonesia; White Cockatoo _Cacatua alba_, Chattering Lory _Lorius garrulus_ and Violet- eared lory _Eos squamata_.",Bird Conservation International,3,,,,145-168.
6305,"Lambert, F. R. and Rasmussen, P. C. 1998. A new scops owl from Sangihe Island, Indonesia. Bulletin of the British Ornithologists' Club: 118: 204-217.","Lambert, F. R. and Rasmussen, P. C.",1998,"A new scops owl from Sangihe Island, Indonesia.",Bulletin of the British Ornithologists' Club,118,,,,204-217
12935,"Lambert, K. 1978. Feldsperling, _Passer montanus_, und Bergfink, _Fringilla montifringilla_, in den Tropen. Beitr. Vogelkd.: 24: 103.","Lambert, K.",1978,"Feldsperling, _Passer montanus_, und Bergfink, _Fringilla montifringilla_, in den Tropen.",Beitr. Vogelkd.,24,,,,103
8766,"Lambert, K. 2001. Sightings of new and rarely reported seabirds in Southern African waters. Marine Ornithology: 29: 115-118.","Lambert, K.",2001,Sightings of new and rarely reported seabirds in Southern African waters.,Marine Ornithology,29,,,,115-118.
3435,"Lambert, M. R. K. 1983. Some factors influencing the Moroccan distribution of the western spur-thighed tortoise, _Testudo graeca graeca_ L., and those precluding its survival in N.W. Europe. Zool. J. Linn. Soc.: 79: 149-179.","Lambert, M. R. K.",1983,"Some factors influencing the Moroccan distribution of the western spur-thighed tortoise, _Testudo graeca graeca_ L., and those precluding its survival in N.W. Europe.",Zool. J. Linn. Soc.,79,,,,149-179.
3436,"Lambert, M. R. K. 1984. Threats to Mediterranean (West Palaearctic) tortoises and their effects on wild populations: an overview. Amphibia-Reptilia: 5: 5-15.","Lambert, M. R. K.",1984,Threats to Mediterranean (West Palaearctic) tortoises and their effects on wild populations: an overview.,Amphibia-Reptilia,5,,,,5-15.
5135,"Lambert, M. R. K. 1995. On geographical size variation, growth, and sexual dimorphism of the leopard tortoise, _Geochelone pardalis_, in Somaliland. Chelonian Conservation and Biology: 1: 269-278.","Lambert, M. R. K.",1995,"On geographical size variation, growth, and sexual dimorphism of the leopard tortoise, _Geochelone pardalis_, in Somaliland.",Chelonian Conservation and Biology,1,4,,,269-278.
5136,"Lambert, M. R. K., Campbell, K. L. I. and Kabigumila, J. D. 1998. On growth and morphometrics of leopard tortoises, _Geochelone pardalis_, in Serengeti National Park, Tanzania, with observations on effects of brushfires and latitudinal variation in populations of eastern Africa. Chelonian Conservation and Biology: 3: 46-57.","Lambert, M. R. K., Campbell, K. L. I. and Kabigumila, J. D.",1998,"On growth and morphometrics of leopard tortoises, _Geochelone pardalis_, in Serengeti National Park, Tanzania, with observations on effects of brushfires and latitudinal variation in populations of eastern Africa.",Chelonian Conservation and Biology,3,1,,,46-57.
4189,"Lamberts, A. E. 1980. Two new species of _Astreopora_ (Cnidaria, Anthozoa, Scleractinia) from the mid-Pacific. Pacific Science: 34: 261-267.","Lamberts, A. E.",1980,"Two new species of _Astreopora_ (Cnidaria, Anthozoa, Scleractinia) from the mid-Pacific.",Pacific Science,34,,,,261-267.
4190,"Lamberts, A. E. 1982. The reef coral _Astreopora_ (Anthozoa, Scleractinia, Astrocoeniidae): a revision of the taxonomy and description of a new species. Pacific Science: 36: 83-105.","Lamberts, A. E.",1982,"The reef coral _Astreopora_ (Anthozoa, Scleractinia, Astrocoeniidae): a revision of the taxonomy and description of a new species.",Pacific Science,36,,,,83-105.
4191,"Lamberts, A. E. 1983. An annotated check list of the corals of American Samoa. Atoll Research Bulletin: 264: 19 pp.","Lamberts, A. E.",1983,An annotated check list of the corals of American Samoa.,Atoll Research Bulletin,264,,,,19 pp.
29174,"Lambertucci, S.A. 2010. Size and spatio-temporal variations of the Andean condor _Vultur gryphus_ population in north-west Patagonia, Argentina: communal roosts and conservation. Oryx: 44: 441-447.","Lambertucci, S.A.",2010,"Size and spatio-temporal variations of the Andean condor _Vultur gryphus_ population in north-west Patagonia, Argentina: communal roosts and conservation.",Oryx,44,3,,,441-447
6420,"Lamont, A. R. and Morgan, J. A. L. 2000. Pallid Harrier _Circus macrourus_: the first record for Peninsular Malaysia. Forktail: 16: 174.","Lamont, A. R. and Morgan, J. A. L.",2000,Pallid Harrier _Circus macrourus_: the first record for Peninsular Malaysia.,Forktail,16,,,,174
2988,"Lamoral, B. H. and Reynders, S. C. 1975. A catalogue of the scorpions described from the Ethiopian Famnal Region up to December 1973. Ann. Natal. Mus.: 22: 489-576.","Lamoral, B. H. and Reynders, S. C.",1975,A catalogue of the scorpions described from the Ethiopian Famnal Region up to December 1973.,Ann. Natal. Mus.,22,2,,,489-576.
27819,"Lamprey, H.F. 1964. Estimation of the large mammal densities, biomass and energy exchange in the Tarangire Game Reserve and the Masai Steppe in Tanganyika. East African Wildlife Journal: 2: 16803.","Lamprey, H.F.",1964,"Estimation of the large mammal densities, biomass and energy exchange in the Tarangire Game Reserve and the Masai Steppe in Tanganyika.",East African Wildlife Journal,2,,,,Jan-46
6448,"Lamsdell, C. and Lamsdell, D. 2000. The first Namaqua Dove _Oena capensis_ in Cyprus. Sandgrouse: 22: 68-69.","Lamsdell, C. and Lamsdell, D.",2000,The first Namaqua Dove _Oena capensis_ in Cyprus.,Sandgrouse,22,1,,,68-69
13159,"Lan, J.-h, Zhao, Y.-H. and Zhang, C.-G. 2004. A new species of the genus _Sinocyclocheilus_ from China (Cypriniformes, Cyprinidae, Barbinae). Acta Zootaxonomica Sinica: 29: 377-380.","Lan, J.-h, Zhao, Y.-H. and Zhang, C.-G.",2004,"A new species of the genus _Sinocyclocheilus_ from China (Cypriniformes, Cyprinidae, Barbinae).",Acta Zootaxonomica Sinica,29,2,,,377-380
960,"Langrand, O. 1987. Distribution, status and conservation of the Madagascar Fish-eagle _Haliaeetus vociferoides_ Desmurs, 1845. Biological Conservation: 42: 73-77.","Langrand, O.",1987,"Distribution, status and conservation of the Madagascar Fish-eagle _Haliaeetus vociferoides_ Desmurs, 1845.",Biological Conservation,42,,,,73-77.
6257,"Languy, M. and Lambin, X. 2001. First record of Spotted Sandpiper Actitis macularia for Cameroon and Central Africa. Bulletin of the African Bird Club: 8: 50.","Languy, M. and Lambin, X.",2001,First record of Spotted Sandpiper Actitis macularia for Cameroon and Central Africa.,Bulletin of the African Bird Club,8,,,,50
965,"Lanning, D. V. 1991. Distribution and breeding biology of the Red-fronted Macaw. Wilson Bulletin: 103: 357-365.","Lanning, D. V.",1991,Distribution and breeding biology of the Red-fronted Macaw.,Wilson Bulletin,103,,,,357-365.
967,"Lanning, D. V. and Shiflett, J. T. 1983. Nesting ecology of Thick-billed Parrots. Condor: 85: 66-73.","Lanning, D. V. and Shiflett, J. T.",1983,Nesting ecology of Thick-billed Parrots.,Condor,85,,,,66-73
11431,"Lanza, B. 1983. A list of the Somali amphibians and reptiles. Monitore zoologico italiano: 1983: 193-247.","Lanza, B.",1983,A list of the Somali amphibians and reptiles.,Monitore zoologico italiano,1983,,,,193-247.
11432,"Lanza, B. 1988. Amphibians and reptiles of the Somali Democratic Republic: check list and biogeography. Biogeographica: 14: 407-465.","Lanza, B.",1988,Amphibians and reptiles of the Somali Democratic Republic: check list and biogeography.,Biogeographica,14,,,,407-465.
121,"Lanza, B. 1999. A new species of _Lycodon_ from the Philippines, with a key to the genus (Reptilia, Serpentes, Colubridae). Tropical Zoology: 12: 89-104.","Lanza, B.",1999,"A new species of _Lycodon_ from the Philippines, with a key to the genus (Reptilia, Serpentes, Colubridae).",Tropical Zoology,12,1,,,89-104.
26179,"Lanza, B. and Nistri, A. 2005. Somali Boidae (genus _Eryx_ Daudin 1803) and Pythonidae (genus _Python_ Daudin 1803) (Reptilia: Serpentes). Tropical Zoology: 18: 67-136.","Lanza, B. and Nistri, A.",2005,Somali Boidae (genus _Eryx_ Daudin 1803) and Pythonidae (genus _Python_ Daudin 1803) (Reptilia: Serpentes).,Tropical Zoology,18,1,,,67-136
29336,"Laporta, P., Praderi, R., Little, V. and Le Bas, A. 2005. An Andrew's beaked whale _Mesoplodon bowdoini_ (Cetacea, Ziphidae) stranded on the Atlantic coast of Uruguay. Latin American Journal of Aquatic Mammals: 4: 101-111.","Laporta, P., Praderi, R., Little, V. and Le Bas, A.",2005,"An Andrew's beaked whale _Mesoplodon bowdoini_ (Cetacea, Ziphidae) stranded on the Atlantic coast of Uruguay.",Latin American Journal of Aquatic Mammals,4,2,,,101-111
968,"Lara, O. F. 1987. Notas reproductivas de _Jabiru mycteria_, una cigueña en peligro de extinction. Flora, Fauna y Areas Silvestres: 4: 35.","Lara, O. F.",1987,"Notas reproductivas de _Jabiru mycteria_, una cigueña en peligro de extinction.","Flora, Fauna y Areas Silvestres",4,2,,,35
2191,"Larg,Y. C., Kirkpatrick, C. R. and Zhongtai Xiaolin. 1994. Report on the distribution, population and ecology of the Yunnan Snub-nosed Monkey _Rhinopithecus bieti_. Primates: 35: 241-250.","Larg,Y. C., Kirkpatrick, C. R. and Zhongtai Xiaolin.",1994,"Report on the distribution, population and ecology of the Yunnan Snub-nosed Monkey _Rhinopithecus bieti_.",Primates,35,2,,,241-250.
8749,"Largen, M. J. 1991. Lizards, turtles and tortoises (Reptilia: Sauria & Cryptodira) from the Kouilou River basin, République du Congo. Tauraco Research Report: 4: 169-173.","Largen, M. J.",1991,"Lizards, turtles and tortoises (Reptilia: Sauria & Cryptodira) from the Kouilou River basin, République du Congo.",Tauraco Research Report,4,,,,169-173.
79,"Largen, M. J. 1997. An annotated checklist of the amphibians and reptiles of Eritrea, with keys for their identification. Tropical Zoology: 10: 65-115.","Largen, M. J.",1997,"An annotated checklist of the amphibians and reptiles of Eritrea, with keys for their identification.",Tropical Zoology,10,,,,65-115.
5016,"Largen, M. J. 1998. A preliminary review of the amphibians of Ethiopia. Herpetological Journal: 8: 7-12.","Largen, M. J.",1998,A preliminary review of the amphibians of Ethiopia.,Herpetological Journal,8,,,,7-12.
8742,"Largen, M. J. and Dowsett-Lemaire, F. 1991. Amphibians (Anura) from the Kouilou River basin, République du Congo. Tauraco Research Report: 4: 145-168.","Largen, M. J. and Dowsett-Lemaire, F.",1991,"Amphibians (Anura) from the Kouilou River basin, République du Congo.",Tauraco Research Report,4,,,,145-168.
2190,"Largen, M. J. and Yalden, D. W. 1987. The decline of Elephant and Black Rhinoceros in Ethiopia. Oryx: 21: 103-106.","Largen, M. J. and Yalden, D. W.",1987,The decline of Elephant and Black Rhinoceros in Ethiopia.,Oryx,21,,,,103-106.
8374,"Largen, M. J., Kock, D. and Yalden, D. W. 1974. Catalogue of the mammals of Ethiopia. I. Chiroptera. Monitore Zoologica Italiano: 5: 221-298.","Largen, M. J., Kock, D. and Yalden, D. W.",1974,Catalogue of the mammals of Ethiopia. I. Chiroptera.,Monitore Zoologica Italiano,5,16,,,221-298.
5009,"Largen, M. L. 1995. A new species of chameleon (Reptilia Sauria Chamaeleonidae) from montane forest in Ethiopia. Tropical Zoology: 8: 333-339.","Largen, M. L.",1995,A new species of chameleon (Reptilia Sauria Chamaeleonidae) from montane forest in Ethiopia.,Tropical Zoology,8,2,,,333-339.
28555,"Largen, M.J. 2001. Catalogue of the amphibians of Ethiopia including key for their identification. Tropical Zoology: 14: 307-402.","Largen, M.J.",2001,Catalogue of the amphibians of Ethiopia including key for  their identification.,Tropical Zoology,14,,,,307-402
27226,Lariviere S and Lyle R. Walton. 1997. Mammalian species _Lynx rufus_. American Society of Mammalogists: : 41122.,Lariviere S and Lyle R. Walton.,1997,Mammalian species _Lynx rufus_., American Society of Mammalogists,,563,,,01-Aug
28609,"Lariviere, S. and Walton, L.R. 1998. _Lontra canadensis_. Mammalian Species: 587: 41122.","Lariviere, S. and Walton, L.R.",1998,_Lontra canadensis_.,Mammalian Species,587,,,,01-Aug
29488,"Lariviere, S. 2001. _Aonyx capensis_. Mammalian species: 671: 41061.","Lariviere, S.",2001,_Aonyx capensis_.,Mammalian species,671,,,,01-Jun
29489,"Lariviere, S. 2002. _Lutra maculicollis_. Mammalian species: 712: 41061.","Lariviere, S.",2002,_Lutra maculicollis_.,Mammalian species,712,,,,01-Jun
28906,"Larter, N.C., Nishi, J.S., Ellsworth, T., Johnson, D., More, G. and Allaire, D.G. 2003. Observations of wood bison swimming across the Liard River, Northwest Territories, Canada. Arctic : 56: 408-412.","Larter, N.C., Nishi, J.S., Ellsworth, T., Johnson, D., More, G. and Allaire, D.G.",2003,"Observations of wood bison swimming across the Liard River, Northwest Territories, Canada.",Arctic ,56,4,,,408-412
28907,"Larter, N.C., Sinclair, A.R.E., Ellsworth, T., Nishi, J. and Gates, C.C. 2000. Dynamics of reintroduction in an indigenous large ungulate: the wood bison of northern Canada. Animal Conservation : 3: 299-309.","Larter, N.C., Sinclair, A.R.E., Ellsworth, T., Nishi, J. and Gates, C.C.",2000,Dynamics of reintroduction in an indigenous large ungulate: the wood bison of northern Canada.,Animal Conservation ,3,4,,,299-309
28739,"Lasky, J.R. and Keitt, T.H. 2010. Abundance of Panamanian dry-forest birds along gradients of forest cover at multiple scales. Journal of Tropical Ecology: 26: 67-78.","Lasky, J.R. and Keitt, T.H.",2010,Abundance of Panamanian dry-forest birds along gradients of forest cover at multiple scales.,Journal of Tropical Ecology,26,,,,67-78
28645,"Lasne,E. Acou, A., Vila-Gispert, A. and Laffaille, P. 2008. European eel distribution and body condition in a river floodplain: effect of longitudinal and lateral connectivity. Ecology of Freshwater Fish: 17: 567-576.","Lasne,E. Acou, A., Vila-Gispert, A. and Laffaille, P.",2008,European eel distribution and body condition in a river floodplain: effect of longitudinal and lateral connectivity.,Ecology of Freshwater Fish,17,,,,567-576
969,"Lassey, P. A. 1994. First record of Lesser Flamingo _Phoenicopterus minor_ in Egypt. Sandgrouse: 16: 52-53.","Lassey, P. A.",1994,First record of Lesser Flamingo _Phoenicopterus minor_ in Egypt.,Sandgrouse,16,,,,52-53.
8816,"Lastavel, A. 1980. Une baleine à bec (_Ziphius cavirostris_ Cuvier 1823) s'échoue à Dunkerque (1er échouage de l'espèce sur les côtes françaises de la Manche. Héron: 1980: 126-129.","Lastavel, A.",1980,Une baleine à bec (_Ziphius cavirostris_ Cuvier 1823) s'échoue à Dunkerque (1er échouage de l'espèce sur les côtes françaises de la Manche.,Héron,1980,4,,,126-129.
188: 189,"Lathrop, A., Murphy, R. W., Orlov, N. and Ho, C. T. 1998. Two new species of _Leptolalax_ (Anura: Megophryidae) from northern Vietnam. Amphibia-Reptilia: 19: 253-267.","Lathrop, A., Murphy, R. W., Orlov, N. and Ho, C. T.",1998,Two new species of _Leptolalax_ (Anura: Megophryidae) from northern Vietnam.,Amphibia-Reptilia,19,3,,,253-267.
6831,"Latta, S. 1997. Two new species of birds from Hispaniola: Wood Thrush and Black-legged Kittiwake. El Pitirre: 10: 59.","Latta, S.",1997,Two new species of birds from Hispaniola: Wood Thrush and Black-legged Kittiwake.,El Pitirre,10,,,,59
6789,"Latta, S. C., Rivas, F. and Brown, C. 1998. A Lesser Black-backed Gull (_Larus fuscus_) in the Dominican Republic. El Pitirre: 11: 17.","Latta, S. C., Rivas, F. and Brown, C.",1998,A Lesser Black-backed Gull (_Larus fuscus_) in the Dominican Republic.,El Pitirre,11,,,,17
7044,"Lattig, P. and Cairns, S. D. 2000. A new species of _Tethocyathus_ (Cnidaria: Anthozoa: Scleractinia: Caryophylliidae), a trans-isthmian azooxanthellate species. Proceedings of the Biological Society of Washington: 113: 590-595.","Lattig, P. and Cairns, S. D.",2000,"A new species of _Tethocyathus_ (Cnidaria: Anthozoa: Scleractinia: Caryophylliidae), a trans-isthmian azooxanthellate species.",Proceedings of the Biological Society of Washington,113,3,,,590-595.
4197,"Latypov, Y. Y. 1986. Coral community of the Namsu Islands (Gulf of Siam, South China Sea). Marine Ecology Progress Series: 29: 261-270.","Latypov, Y. Y.",1986,"Coral community of the Namsu Islands (Gulf of Siam, South China Sea).",Marine Ecology Progress Series,29,,,,261-270.
5050,"Lau, M. and Haitao, S. 2000. Conservation and trade of terrestrial and freshwater turtles and tortoises in the People's Republic of China. Chelonian Research Monographs: : 30-38.","Lau, M. and Haitao, S.",2000,Conservation and trade of terrestrial and freshwater turtles and tortoises in the People's Republic of China.,Chelonian Research Monographs,,2,,,30-38.
5227,"Lau, M., Chan, B., Crow, P. and Ades, G. 2000. Trade and conservation of turtles and tortoises in the Hong Kong Special Administrative Region, People's Republic of China. Chelonian Research Monographs: : 39-44.","Lau, M., Chan, B., Crow, P. and Ades, G.",2000,"Trade and conservation of turtles and tortoises in the Hong Kong Special Administrative Region, People's Republic of China.",Chelonian Research Monographs,,2,,,39-44.
29193,"Lau, M.W.-N., Fellowes, J.R. and Chan, B.P.L. 2010. Carnivores (Mammalia: Carnivora) in South China: a status review with notes on the commercial trade. Mammal Review: 40: 247-292.","Lau, M.W.-N., Fellowes, J.R. and Chan, B.P.L.",2010,Carnivores (Mammalia: Carnivora) in South China: a status review with notes on the commercial trade.,Mammal Review,40,4,,,247-292
29643,"Laurent, L. and Lescure, J. 1991. Hawksbill turtles in the Mediterranean Sea. Marine Turtle Newsletter: 54: 41609.","Laurent, L. and Lescure, J.",1991,Hawksbill turtles in the Mediterranean Sea.,Marine Turtle Newsletter,54,,,,Dec-13
28005,"Laurent, R.F. 1964. A new subspecies of _Varanus exanthematicus_ (Sauria, Varanidae). Breviora: : 41030.","Laurent, R.F.",1964,"A new subspecies of _Varanus exanthematicus_ (Sauria, Varanidae).",Breviora,,199,,,01-May
